# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
1912.5                  	circle	1.3834065609678305e+01	6.6344304222816916e+01	4.4492091006525513e+01
1913                    	Top	1.2395177692838138e+02	1.5977183728616856e+02	1.3794491104461437e+02
1913                    	Bottom	1.2240614699937329e+02	1.5811796623569916e+02	1.3913598865926872e+02
1913                    	circle	1.5028905594119649e+01	6.6363805833291835e+01	4.4514202906519401e+01
1913.5                  	Top	1.2395498546584616e+02	1.5976801781421270e+02	1.3794398808022757e+02
1913.5                  	Bottom	1.2240484698878062e+02	1.5811921017979643e+02	1.3913646141681147e+02
1913.5                  	circle	1.6510233568569035e+01	6.6409486858744529e+01	4.4587835006248355e+01
1914                    	Top	1.2395684931909805e+02	1.5976296328442507e+02	1.3794045827115715e+02
1914                    	Bottom	1.2240541681749519e+02	1.5811859436364861e+02	1.3913971480874235e+02
1914                    	circle	1.7559098964517936e+01	6.6460695586432479e+01	4.4677842352257095e+01
1914.5                  	Top	1.2395662688633364e+02	1.5975896068663405e+02	1.3793589197515351e+02
1914.5                  	Bottom	1.2240752181023834e+02	1.5811634164038352e+02	1.3914424912756894e+02
1914.5                  	circle	1.7783167172389234e+01	6.6494610660397143e+01	4.4746163232019526e+01
1915                    	Top	1.2395417253744824e+02	1.5975793971314260e+02	1.3793229809307243e+02
1915                    	Bottom	1.2241042811003754e+02	1.5811373963743384e+02	1.3914804672840117e+02
1915                    	circle	1.7176321751913363e+01	6.6496056755877007e+01	4.4764232353103807e+01
1915.5                  	Top	1.2395081345581995e+02	1.5976049357005706e+02	1.3793147384861169e+02
1915.5                  	Bottom	1.2241273302124151e+02	1.5811178600089238e+02	1.3914937127426353e+02
1915.5                  	circle	1.5916506179972451e+01	6.6462720333645194e+01	4.4720787412949278e+01
1916                    	Top	1.2394811107001377e+02	1.5976519132388290e+02	1.3793379290605895e+02
1916                    	Bottom	1.2241315322938377e+02	1.5811127388152721e+02	1.3914748993434932e+02
1916                    	circle	1.4508406763566514e+01	6.6410442827897555e+01	4.4631629607271364e+01
1916.5                  	Top	1.2394711111035961e+02	1.5977018280939390e+02	1.3793803249795891e+02
1916.5                  	Bottom	1.2241188990311350e+02	1.5811282237694138e+02	1.3914343830238667e+02
1916.5                  	circle	1.3626927287752181e+01	6.6363739458516619e+01	4.4540854504863525e+01
1917                    	Top	1.2394834755109196e+02	1.5977293701552401e+02	1.3794228916068971e+02
1917                    	Bottom	1.2240938313865726e+02	1.5811553086728406e+02	1.3913898432507114e+02
1917                    	circle	1.3765344101054882e+01	6.6344279191829997e+01	4.4493318376159174e+01
1917.5                  	Top	1.2395145342460039e+02	1.5977206637434276e+02	1.3794482819147564e+02
1917.5                  	Bottom	1.2240636346043338e+02	1.5811778508325742e+02	1.3913609188878942e+02
1917.5                  	circle	1.4892129190877871e+01	6.6360589347092414e+01	4.4509555474154141e+01
1918                    	Top	1.2395472725792406e+02	1.5976846199871849e+02	1.3794420384754923e+02
1918                    	Bottom	1.2240489322990089e+02	1.5811917555486249e+02	1.3913629610698109e+02
1918                    	circle	1.6381780316840025e+01	6.6404666714007732e+01	4.4579733914693129e+01
1918.5                  	Top	1.2395675581336137e+02	1.5976341876986325e+02	1.3794085797988672e+02
1918.5                  	Bottom	1.2240528971148994e+02	1.5811873193453764e+02	1.3913932839339299e+02
1918.5                  	circle	1.7494289342958826e+01	6.6456368048583940e+01	4.4669912565472110e+01
1919                    	Top	1.2395676252708597e+02	1.5975922718264022e+02	1.3793631002733738e+02
1919                    	Bottom	1.2240727670311250e+02	1.5811658329195552e+02	1.3914383493138610e+02
1919                    	circle	1.7798813252824637e+01	6.6492685084862501e+01	4.4741580113699129e+01
1919.5                  	Top	1.2395447133620644e+02	1.5975786876823423e+02	1.3793253465603613e+02
1919.5                  	Bottom	1.2241014469277529e+02	1.5811394070079888e+02	1.3914776978972679e+02
1919.5                  	circle	1.7264643863542268e+01	6.6497472392328206e+01	4.4765190354718591e+01
1920                    	Top	1.2395111609812788e+02	1.5976013713942285e+02	1.3793141299419929e+02
1920                    	Bottom	1.2241258444005740e+02	1.5811191556393305e+02	1.3914938232132229e+02
1920                    	circle	1.6049697564534455e+01	6.6466924780540381e+01	4.4727136393511437e+01
1920.5                  	Top	1.2394828552198190e+02	1.5976472827709438e+02	1.3793345712935127e+02
1920.5                  	Bottom	1.2241321493006190e+02	1.5811125425078936e+02	1.3914779018862475e+02
1920.5                  	circle	1.4626315167315594e+01	6.6415435747874014e+01	4.4640744775941286e+01
1921                    	Top	1.2394711991248951e+02	1.5976975628563628e+02	1.3793761906842892e+02
1921                    	Bottom	1.2241203546111248e+02	1.5811257755320031e+02	1.3914384532470223e+02
1921                    	circle	1.3670492604325249e+01	6.6367165969896561e+01	4.4547971607205881e+01
1921.5                  	Top	1.2394814204430021e+02	1.5977283455135745e+02	1.3794195147265972e+02
1921.5                  	Bottom	1.2240966097873050e+02	1.5811528815130680e+02	1.3913936579162140e+02
1921.5                  	circle	1.3705549925326848e+01	6.6344574008434833e+01	4.4495116773816612e+01
1922                    	Top	1.2395112556831788e+02	1.5977229333389235e+02	1.3794470835877334e+02
1922                    	Bottom	1.2240662500753986e+02	1.5811762664593226e+02	1.3913624519660610e+02
1922                    	circle	1.4759468357283009e+01	6.6357655561792882e+01	4.4505410152265355e+01
1922.5                  	Top	1.2395445362151813e+02	1.5976889383797729e+02	1.3794439652558196e+02
1922.5                  	Bottom	1.2240495160355498e+02	1.5811911900579111e+02	1.3913615518448225e+02
1922.5                  	circle	1.6249882498302672e+01	6.6399913077595656e+01	4.4571803806231166e+01
1923                    	Top	1.2395664434464983e+02	1.5976388132050874e+02	1.3794124625746730e+02
1923                    	Bottom	1.2240517555369884e+02	1.5811885194164964e+02	1.3913895442418263e+02
1923                    	circle	1.7422251797010471e+01	6.6451904576579722e+01	4.4661813831532740e+01
1923.5                  	Top	1.2395686732985192e+02	1.5975951907651745e+02	1.3793673414145886e+02
1923.5                  	Bottom	1.2240703428820422e+02	1.5811681387511601e+02	1.3914341564012349e+02
1923.5                  	circle	1.7807224704249418e+01	6.6490482411636179e+01	4.4736579682181258e+01
1924                    	Top	1.2395477177243625e+02	1.5975783953392477e+02	1.3793280873583154e+02
1924                    	Bottom	1.2240987208461341e+02	1.5811416884127846e+02	1.3914748419133676e+02
1924                    	circle	1.7346862258022096e+01	6.6498574974202725e+01	4.4765594748786953e+01
1924.5                  	Top	1.2395142509916300e+02	1.5975980065306385e+02	1.3793138125325453e+02
1924.5                  	Bottom	1.2241242088296120e+02	1.5811205870298039e+02	1.3914936466180680e+02
1924.5                  	circle	1.6181101545327081e+01	6.6470945622475824e+01	4.4733037480809344e+01
1925                    	Top	1.2394848205442447e+02	1.5976426466723609e+02	1.3793314616709603e+02
1925                    	Bottom	1.2241325613456938e+02	1.5811124915734288e+02	1.3914806733113613e+02
1925                    	circle	1.4748281631709569e+01	6.6420455787464732e+01	4.4649803097799079e+01
1925.5                  	Top	1.2394714215515586e+02	1.5976932954449865e+02	1.3793720017652461e+02
1925.5                  	Bottom	1.2241219218499033e+02	1.5811236560642621e+02	1.3914425797879656e+02
1925.5                  	circle	1.3723007209514341e+01	6.6370827536572506e+01	4.4555451983894443e+01
1926                    	Top	1.2394794264371374e+02	1.5977269881546147e+02	1.3794158763301684e+02
1926                    	Bottom	1.2240992638006310e+02	1.5811502790923498e+02	1.3913975064744739e+02
1926                    	circle	1.3654958772598194e+01	6.6345194435710923e+01	4.4497478685253881e+01
1926.5                  	Top	1.2395079328491201e+02	1.5977250060668388e+02	1.3794455551198976e+02
1926.5                  	Bottom	1.2240690409051463e+02	1.5811746714382221e+02	1.3913642960921143e+02
1926.5                  	circle	1.4631179580287347e+01	6.6355000100596712e+01	4.4501777086609394e+01
1927                    	Top	1.2395416672026332e+02	1.5976930921391121e+02	1.3794456216615762e+02
1927                    	Bottom	1.2240501853221036e+02	1.5811903635127322e+02	1.3913603490996138e+02
1927                    	circle	1.6115094414882861e+01	6.6395246885499006e+01	4.4564077992018291e+01
1927.5                  	Top	1.2395651626461871e+02	1.5976434900452756e+02	1.3794162142985365e+02
1927.5                  	Bottom	1.2240507570645028e+02	1.5811895588973181e+02	1.3913859515975690e+02
1927.5                  	circle	1.7343109263574146e+01	6.6447329131336261e+01	4.4653581885755187e+01
1928                    	Top	1.2395695153699646e+02	1.5975984028488969e+02	1.3793716612201987e+02
1928                    	Bottom	1.2240680714611733e+02	1.5811704895794310e+02	1.3914299532850154e+02
1928                    	circle	1.7808247568076087e+01	6.6488000298873928e+01	4.4731173325670653e+01
1928.5                  	Top	1.2395505171583031e+02	1.5975784184825235e+02	1.3793310262799667e+02
1928.5                  	Bottom	1.2240958556980588e+02	1.5811438859672583e+02	1.3914716958597401e+02
1928.5                  	circle	1.7421963248611679e+01	6.6499318199848076e+01	4.4765437322042580e+01
1929                    	Top	1.2395173573212750e+02	1.5975948757753250e+02	1.3793137609162687e+02
1929                    	Bottom	1.2241224134038852e+02	1.5811221307681964e+02	1.3914931867320993e+02
1929                    	circle	1.6308830625438976e+01	6.6474758981590014e+01	4.4738488086574783e+01
1929.5                  	Top	1.2394870155470360e+02	1.5976380410821957e+02	1.3793286272688340e+02
1929.5                  	Bottom	1.2241327935525449e+02	1.5811126328692737e+02	1.3914832368902663e+02
1929.5                  	circle	1.4873750117365256e+01	6.6425482252130323e+01	4.4658760314995561e+01
1930                    	Top	1.2394718287414723e+02	1.5976890080770559e+02	1.3793678110287593e+02
1930                    	Bottom	1.2241235929908292e+02	1.5811219084438798e+02	1.3914467686218569e+02
1930                    	circle	1.3784079803219440e+01	6.6374704911672907e+01	4.4563262271947586e+01
1930.5                  	Top	1.2394777578605684e+02	1.5977253525826984e+02	1.3794122225056333e+02
1930.5                  	Bottom	1.2241019479881770e+02	1.5811478326150342e+02	1.3914015613838669e+02
